"",""SRR349743"",""SRR349744"",""SRR349745"",""SRR349746"",""SRR349747"",""SRR349748"",""SRR349749"",""SRR349750"",""SRR349751"",""SRR349752""
SRSF7,198,1,16,7,6,6,106,1,1,1
GEMIN6,31,0,1,3,1,1,13,0,0,1
DHX57,23,2,3,3,1,0,2,0,0,0
LOC105374470,0,0,0,0,0,0,1,0,0,0
MORN2,34,1,2,0,0,0,13,0,0,0
ARHGEF33,2,0,0,0,0,0,0,0,0,0
LOC105374471,0,0,0,0,0,0,0,0,0,0
LOC375196,0,0,0,0,0,0,0,0,0,0
SOS1,266,7,16,19,10,6,210,4,3,2
CDKL4,1,0,0,0,0,0,3,1,0,0
MAP4K3,89,10,4,5,4,1,25,0,0,1
MAP4K3-DT,2,0,0,1,0,0,5,0,0,1
TMEM178A,3,0,0,0,0,0,0,0,0,0
THUMPD2,31,0,1,1,0,6,34,0,0,0
LOC124905994,7,0,0,0,0,1,1,0,0,0
LOC112268436,0,0,0,0,0,0,0,0,0,0
SLC8A1-AS1,0,0,0,0,0,0,2,0,0,0
SLC8A1,93,2,5,0,5,3,53,0,1,1
LOC101929667,1,0,0,0,0,0,0,0,0,0
LOC105374473,0,0,0,0,0,0,0,0,0,0
LOC105374475,0,0,0,0,0,0,0,0,0,0
LOC105374497,0,0,0,0,0,0,0,0,0,0
LOC105374491,0,0,0,0,0,0,0,0,0,0
LINC01794,1,0,0,0,0,0,0,0,0,0
LOC105374506,1,0,0,0,0,0,0,0,0,0
LINC01913,2,0,0,0,0,0,0,0,0,0
LINC01914,3,0,0,0,0,0,0,0,0,0
LINC02898,0,0,0,0,0,0,0,0,0,0
LOC124905996,0,0,0,0,0,0,0,0,0,0
LOC105374517,0,0,0,0,0,0,0,0,0,0
PKDCC,7,0,0,0,0,0,0,0,0,0
LOC105374531,0,0,0,0,0,0,0,0,0,0
EML4-AS1,0,0,0,0,0,0,0,0,0,0
EML4,335,25,17,13,6,6,135,0,4,1
COX7A2L,175,14,9,7,4,3,90,2,3,3
KCNG3,20,2,0,0,0,0,0,0,0,0
LOC124900542,0,0,0,0,0,0,0,0,0,0
MTA3,104,3,5,4,0,8,126,3,2,1
LOC105374555,1,0,0,0,0,0,0,0,0,0
OXER1,2,0,0,0,0,0,0,0,0,0
HAAO,5,0,0,0,1,0,4,0,0,0
TRI-TAT2-1,1,1,0,0,2,0,7,0,2,0
LOC105374568,0,0,0,0,0,0,0,0,0,0
LOC112268413,0,0,0,0,0,0,0,0,0,0
LINC01819,0,0,0,0,0,0,0,0,0,0
LOC107985876,1,1,0,0,0,0,0,0,0,0
LOC124907756,0,0,0,0,1,0,0,0,0,0
LINC02580,0,0,0,0,0,0,1,0,0,0
LOC105374570,0,0,0,0,0,0,1,0,0,0
LOC124907755,0,0,0,0,0,0,0,0,0,0
ZFP36L2,203,11,15,15,7,31,781,14,9,4
LINC01126,0,0,0,0,0,0,0,0,0,0
THADA,131,6,11,15,7,5,78,2,2,2
PLEKHH2,13,0,4,7,2,0,9,1,1,0
C1GALT1C1L,2,0,0,0,0,0,1,0,0,0
DYNC2LI1,29,3,0,2,0,2,17,0,0,0
LOC105374571,1,0,0,1,0,0,0,0,0,0
ABCG5,1,0,0,0,0,0,0,0,0,0
ABCG8,1,0,0,0,0,0,0,0,0,0
LOC102725159,0,0,0,0,0,0,0,0,0,0
LRPPRC,286,24,42,29,16,4,138,4,2,2
LOC124907757,0,0,0,0,0,0,0,0,0,0
PPM1B-DT,0,0,0,0,0,0,2,0,0,0
PPM1B,54,6,8,5,3,4,54,1,1,0
SLC3A1,117,9,9,7,5,2,61,3,1,0
PREPL,216,13,15,8,5,3,145,5,1,0
CAMKMT,4,1,0,2,1,0,20,1,0,0
LOC124905998,10,1,0,2,0,0,2,0,0,0
LOC124907759,3,1,1,2,0,0,2,0,0,0
LOC124905999,17,4,0,0,2,1,4,0,0,0
LOC124907758,4,0,1,1,1,0,9,0,1,0
LOC105374573,0,0,0,0,0,0,0,0,0,0
LINC01833,0,0,0,0,0,0,0,0,0,0
SIX3-AS1,0,0,0,0,0,0,0,0,0,0
SIX3,0,0,0,0,0,0,0,0,0,0
SIX2,1,0,0,1,0,0,0,0,0,0
LOC107985809,1,0,0,0,0,0,0,0,0,0
LINC01121,1,0,0,0,0,0,0,0,0,0
LOC105374576,0,0,0,0,0,0,0,0,0,0
LOC105374577,0,0,0,0,0,0,0,0,0,0
SRBD1,40,1,8,2,2,2,31,0,0,1
LOC102724965,0,0,0,1,0,0,1,0,0,0
PRKCE,13,1,0,2,0,1,28,0,0,0
PRKCE-AS1,0,0,0,0,0,0,2,0,0,0
LOC124907761,0,0,1,0,0,0,0,0,0,0
LOC101926974,0,0,0,0,0,0,0,0,0,0
LOC105374581,0,0,0,0,0,0,0,0,0,0
EPAS1,280,5,18,17,4,7,139,1,3,1
LINC01820,0,0,0,0,0,0,0,0,0,0
LOC124907762,0,0,0,0,0,0,1,0,0,0
LINC02583,0,0,0,0,0,0,0,0,0,0
TMEM247,0,0,0,0,0,0,0,0,0,0
LOC124906002,0,0,0,0,0,0,0,0,0,0
ATP6V1E2,15,1,1,0,1,0,4,0,0,0
RHOQ,73,4,5,2,3,0,18,1,0,0
RHOQ-AS1,3,0,0,0,0,0,0,0,0,0
PIGF,32,3,3,0,1,0,35,0,2,0
LOC124906003,1,0,0,0,0,0,1,0,0,0
CRIPT,48,0,2,2,0,0,20,0,2,0
LOC105374584,0,0,0,1,0,0,0,0,0,0
SOCS5,52,3,3,6,2,0,11,1,0,0
LINC01118,0,0,0,0,0,0,0,0,0,0
LINC01119,1,0,0,0,0,0,0,0,0,0
LOC107985880,0,0,0,0,0,0,0,0,0,0
LOC124906004,0,0,0,0,0,0,0,0,0,0
MCFD2-AS1,2,1,0,0,0,0,5,0,0,0
MCFD2,124,12,7,9,5,5,116,2,2,2
TTC7A,67,0,3,4,1,4,52,2,3,2
STPG4,0,0,0,0,0,0,0,0,0,0
CALM2,507,31,35,38,13,7,301,6,4,5
EPCAM-DT,1,0,0,0,0,0,0,0,0,0
LOC105374588,0,0,0,0,0,0,1,0,0,0
LOC124907763,0,0,0,0,0,0,0,0,0,0
LOC107985882,0,0,0,0,0,0,0,0,0,0
BCYRN1,29,7,1,7,2,3,56,2,1,0
EPCAM,62,18,10,13,8,0,9,0,1,0
MIR559,0,0,0,0,0,0,0,0,0,0
MSH2,158,6,7,11,4,1,57,0,0,1
KCNK12,0,1,0,0,0,0,0,0,0,0
MSH2-OT1,0,0,0,0,0,0,0,0,0,0
LOC105374589,0,0,0,0,0,0,0,0,0,0
MSH6,195,10,20,11,8,1,29,0,0,0
FBXO11,134,17,11,7,4,3,131,5,3,1
LOC100506235,9,0,0,0,0,1,5,2,0,0
LOC105374590,0,0,0,0,0,0,0,0,0,0
LOC105374592,0,0,0,0,0,0,0,0,0,0
LOC105374591,0,0,0,0,0,0,0,0,0,0
LOC124907765,0,0,0,0,0,0,0,0,0,0
LOC105374593,0,0,0,0,0,0,0,0,0,0
LOC102724008,0,0,0,0,0,0,0,0,0,0
LOC124907766,1,0,0,0,0,0,0,0,0,0
FOXN2,126,23,24,18,10,0,81,2,3,0
PPP1R21,74,3,3,2,1,3,26,1,2,0
STON1-GTF2A1L,107,1,2,3,2,0,11,0,1,0
STON1,191,5,4,6,2,0,14,0,1,0
GTF2A1L,2,0,0,0,0,0,2,0,0,0
LHCGR,0,0,0,0,0,0,0,0,0,0
LOC105374594,0,0,0,0,0,0,0,0,0,0
FSHR,0,0,0,0,0,0,0,0,0,0
MIR548BA,0,0,0,0,0,0,0,0,0,0
LOC107985810,0,0,0,0,0,0,0,0,0,0
LOC105374595,0,0,0,0,0,0,0,0,0,0
LOC124906005,0,0,0,0,0,0,0,0,0,0
NRXN1,9,0,0,0,0,1,2,0,0,0
LOC101927089,0,0,0,0,0,0,0,0,0,0
MIR8485,0,0,0,0,0,0,0,0,0,0
LOC124906006,0,0,0,0,0,0,0,0,0,0
NRXN1-DT,0,0,0,0,0,0,0,0,0,0
LOC105377627,0,0,0,0,0,0,0,0,0,0
LOC105374597,0,0,0,0,0,0,0,0,0,0
LOC124907767,0,0,0,0,0,0,0,0,0,0
LOC107985766,0,0,0,0,0,0,0,0,0,0
LINC01867,0,0,0,0,0,0,0,0,0,0
LOC105374598,0,0,0,0,0,0,0,0,0,0
MIR4431,0,0,0,0,0,0,0,0,0,0
LOC105369165,0,0,0,0,0,0,0,0,0,0
LOC124900528,0,0,0,0,0,0,0,0,0,0
LOC105374600,0,0,0,0,0,0,0,0,0,0
ASB3,25,2,1,1,2,0,18,0,0,0
GPR75-ASB3,21,2,1,1,2,0,14,0,0,0
CHAC2,17,3,2,2,0,0,16,1,0,0
ERLEC1,237,18,11,9,8,11,223,5,2,6
LOC112268415,6,1,0,1,0,2,5,0,0,0
MIR3682,0,0,0,0,0,0,0,0,0,0
GPR75,11,1,0,0,0,0,3,0,0,0
PSME4,362,36,23,23,13,9,152,6,3,2
ACYP2,34,1,1,0,0,3,10,1,0,0
LOC105374615,0,0,0,0,0,0,0,0,0,0
LOC105374610,1,0,0,0,0,0,0,0,0,0
TSPYL6,0,0,0,0,0,0,0,0,0,0
CIMIP6,0,0,0,0,0,0,0,0,0,0
LOC102724072,0,0,0,0,0,0,0,0,0,0
SPTBN1,331,22,12,24,7,4,28,1,2,1
SPTBN1-AS1,7,0,1,1,2,0,2,0,0,0
RPL23AP32,1,0,0,1,0,1,4,0,0,0
LOC124906008,5,0,0,1,0,0,1,0,0,0
SPTBN1-AS2,6,0,0,1,0,0,0,0,0,1
LOC105374653,0,0,0,0,0,0,0,0,0,0
EML6,13,1,0,0,0,0,5,0,0,0
EML6-AS1,0,0,0,0,0,0,0,0,0,0
RTN4,483,30,19,24,13,13,287,7,5,4
LOC105374662,0,0,0,0,0,0,0,0,0,0
CLHC1,7,0,2,0,0,1,5,0,1,0
RPS27A,50,4,7,4,1,1,47,1,1,1
MTIF2,29,1,5,5,1,0,35,0,2,2
PRORSD1P,4,0,0,0,0,0,1,0,0,0
CCDC88A,231,25,11,7,8,2,32,1,1,0
LOC124907768,3,0,0,2,0,0,3,0,0,0
CFAP36,45,0,2,2,2,1,19,0,0,0
PPP4R3B,150,13,11,8,0,2,70,0,6,1
LOC124900537,0,0,0,0,0,0,0,0,0,0
PPP4R3B-DT,2,0,0,0,0,0,3,0,0,0
PNPT1,63,13,4,7,9,0,44,0,1,1
LOC107985811,1,0,0,0,0,0,0,0,0,0
LOC112268416,0,0,0,0,0,0,0,0,0,0
EFEMP1,42,5,6,1,2,0,7,0,0,0
LOC105374690,3,0,0,0,0,0,3,0,0,0
MIR217HG,0,0,0,0,0,0,0,0,0,0
MIR217,0,0,0,0,0,0,0,0,0,0
MIR216A,0,0,0,0,0,0,0,0,0,0
MIR216B,0,0,0,0,0,0,0,0,0,0
LINC01813,0,0,0,0,0,0,0,0,0,0
LOC100129434,3,1,0,0,0,0,0,0,0,0
CCDC85A,1,0,0,0,0,0,0,0,0,0
LOC101927213,0,0,0,0,0,0,0,0,0,0
LOC124906180,0,0,0,0,0,0,0,0,0,0
LOC124900539,0,0,0,0,0,0,0,0,0,0
LOC101927235,0,0,0,0,0,0,0,0,0,0
LOC105374697,0,0,0,0,0,0,0,0,0,0
LOC105377628,0,0,0,0,0,0,0,0,0,0
LOC124907769,0,0,0,0,0,0,0,0,0,0
VRK2,67,4,7,6,4,2,63,0,2,0
LOC124907770,0,0,0,0,0,0,0,0,0,0
LOC107984043,5,0,0,0,0,0,2,0,0,0
FANCL,61,2,5,2,3,0,45,2,1,0
LINC01795,0,0,0,0,0,0,0,0,0,0
LINC01122,0,0,0,0,0,0,0,0,0,0
LOC124907771,0,0,0,0,0,0,0,0,0,0
LINC01793,0,0,0,0,0,0,0,0,0,0
LOC105374754,0,0,0,0,0,0,0,0,0,0
MIR4432HG,0,0,0,0,0,0,0,0,0,0
MIR4432,0,0,0,0,0,0,0,0,0,0
LOC102724142,0,0,0,0,0,0,0,0,0,0
LOC124906010,0,0,0,0,0,0,0,0,0,0
BCL11A,57,1,1,3,2,2,40,2,1,1
PAPOLG,72,4,4,6,1,3,37,1,1,1
REL-DT,0,0,0,0,0,0,0,0,0,0
REL,246,9,18,18,9,5,232,0,1,0
PUS10,32,1,0,0,1,0,19,1,0,0
PEX13,132,4,6,9,1,2,96,1,3,2
SANBR,22,0,1,0,0,0,3,0,0,0
LOC105374759,0,0,0,0,0,0,0,0,0,0
C2orf74-DT,16,1,0,3,0,0,16,0,0,0
C2orf74,4,0,0,0,0,0,1,0,0,0
C2orf74-AS1,0,0,0,0,0,0,1,0,0,0
AHSA2P,74,5,5,1,3,2,52,1,1,1
USP34,553,35,26,21,19,12,270,5,5,3
SNORA70B,1,0,0,0,0,0,1,0,0,0
USP34-DT,47,0,5,1,2,1,24,0,1,0
XPO1,778,41,71,53,42,20,441,4,8,5
LOC107985767,0,0,0,0,0,0,1,0,0,0
LOC105374760,0,0,0,0,0,0,0,0,0,0
FAM161A,12,0,1,1,1,1,4,0,0,0
CCT4,306,17,26,30,19,6,233,6,5,4
LOC124907773,24,2,2,4,2,0,19,0,0,0
COMMD1,88,3,1,4,2,6,117,6,6,4
LOC124906012,0,0,0,0,0,0,0,0,0,0
LOC124906013,1,0,0,0,0,1,1,0,0,0
B3GNT2,120,6,5,8,6,5,206,1,3,2
MIR5192,0,0,0,0,0,0,0,0,0,0
LOC105374761,0,0,0,0,0,0,0,0,0,0
LOC124906156,0,0,0,0,0,0,0,0,0,0
LOC105374764,0,0,0,0,0,1,4,0,0,0
TMEM17,3,1,1,3,0,0,2,0,0,0
EHBP1,169,11,10,10,1,10,109,0,4,0
EHBP1-AS1,9,0,1,0,0,0,7,0,0,0
OTX1,6,1,0,2,0,0,2,0,0,0
DBIL5P2,0,0,0,0,0,0,0,0,0,0
WDPCP,39,3,0,1,1,0,10,1,0,0
LOC107985769,1,0,0,5,0,0,1,0,0,0
MDH1,154,9,12,12,9,4,217,7,1,4
UGP2,261,20,19,30,3,20,560,12,11,7
VPS54,106,7,7,7,1,2,100,1,1,1
LOC124907774,0,0,0,0,0,0,0,0,0,0
PELI1,109,16,24,15,7,11,505,6,10,5
LINC00309,0,0,0,0,0,0,1,0,0,0
LOC100507006,2,0,1,0,0,0,0,0,0,0
LOC105374769,0,0,0,0,0,0,0,0,0,0
LOC105374768,0,0,0,0,0,0,0,0,0,0
MIR4433B,0,0,0,0,0,0,0,0,0,0
MIR4433A,0,0,0,0,0,0,0,0,0,0
LGALSL-DT,2,0,0,0,0,1,4,0,0,0
LOC124907775,0,0,0,0,0,0,0,0,0,0
LGALSL,115,16,12,8,3,10,354,6,8,0
LINC01805,0,0,0,0,0,0,1,0,0,0
AFTPH-DT,2,0,0,1,0,0,3,0,0,0
AFTPH,130,13,7,5,2,4,201,2,5,5
MIR4434,0,0,0,0,0,0,0,0,0,0
LOC105374773,6,2,0,0,1,0,11,0,1,1
LINC02579,2,0,0,0,0,0,2,0,0,0
SERTAD2,368,13,19,14,8,16,1063,9,7,7
SERTAD2-AS1,9,0,0,0,1,0,24,0,0,0
LOC124907776,1,0,0,0,0,0,1,0,0,0
LOC105374777,1,0,0,0,0,0,0,0,0,0
LOC105374776,0,0,0,0,0,0,1,0,0,0
LINC01800,2,0,0,0,0,0,0,0,0,0
LINC02245,0,0,0,0,0,0,0,0,0,0
LOC124906172,0,0,0,0,0,0,0,0,0,0
SLC1A4,149,13,3,11,12,2,37,0,0,0
LINC02576,0,0,0,0,0,0,0,0,0,0
CEP68,118,7,3,2,0,2,52,1,2,0
RAB1A,369,25,18,28,12,19,481,15,12,8
LOC124906140,0,0,0,0,0,0,0,0,0,0
LOC124907779,0,0,0,0,0,0,0,0,0,0
ACTR2,568,33,44,44,12,19,609,13,8,10
LOC124907781,0,0,0,0,0,0,0,0,0,0
SPRED2,101,5,6,9,4,5,40,0,2,0
LOC105374780,0,0,0,0,0,0,0,0,0,0
LOC124907784,0,0,0,0,0,0,0,0,0,0
LOC105374781,0,0,0,0,0,0,0,0,0,0
LINC03050,0,0,0,0,0,0,0,0,0,0
LOC107985889,0,0,0,0,0,0,0,0,0,0
LOC105369167,0,0,0,0,0,0,0,0,0,0
LINC02934,0,0,0,0,0,0,0,0,0,0
LOC107985890,0,0,0,0,0,0,0,0,0,0
LOC107985812,0,0,0,0,0,0,0,0,0,0
MIR4778,0,0,0,0,0,0,0,0,0,0
LINC01873,1,0,0,0,0,0,2,0,0,0
MEIS1-AS3,0,0,1,1,0,0,2,0,0,0
MEIS1,73,4,7,7,0,5,90,3,1,0
MEIS1-AS2,1,0,0,0,0,0,0,0,0,0
LOC124900511,16,2,0,1,0,0,4,0,0,0
LINC01798,0,0,0,0,0,0,0,0,0,0
LINC01797,0,0,0,0,0,0,0,0,0,0
LINC01799,0,0,0,0,0,0,0,0,0,0
LINC01628,0,0,0,0,0,0,0,0,0,0
LOC105374785,0,0,0,0,0,0,0,0,0,0
LINC01828,0,0,0,0,0,0,0,0,0,0
LINC01829,0,0,0,0,0,0,0,0,0,0
LOC101927661,0,0,0,0,0,0,0,0,0,0
ETAA1,69,6,7,6,2,4,39,1,1,1
LOC107985891,2,0,0,0,0,0,1,0,0,0
LOC124907804,0,0,0,0,0,0,0,0,0,0
LOC124906017,0,0,0,0,0,0,0,0,0,0
LOC105374786,2,0,0,0,0,0,0,0,0,0
LINC02831,0,0,0,0,0,0,0,0,0,0
LINC01812,0,0,0,0,0,0,0,0,0,0
C1D,54,3,3,4,2,1,63,3,1,0
LOC105374789,1,0,0,0,0,0,0,0,0,0
DNAAF10,16,3,2,0,1,0,9,0,0,0
PNO1,49,3,4,3,3,1,17,0,1,1
PPP3R1,203,14,12,15,5,7,208,4,6,1
PPP3R1-AS1,0,0,0,0,0,0,0,0,0,0
CNRIP1,29,0,1,3,0,0,2,0,0,0
LOC102724389,0,0,0,0,0,0,0,0,0,0
LOC101927723,0,0,0,0,0,0,1,0,0,0
PLEK,44,2,1,0,7,0,6,0,1,0
FBXO48,13,1,1,1,0,0,15,0,0,0
APLF,59,1,2,0,0,0,67,3,1,2
PROKR1,0,0,0,0,0,1,0,0,0,0
ARHGAP25,4,0,1,1,0,1,1,0,0,0
LOC105374790,0,0,0,0,0,0,0,0,0,0
LINC01890,0,0,0,0,0,0,0,0,0,0
LINC01888,1,0,0,0,0,0,0,0,0,0
BMP10,0,0,0,0,0,0,0,0,0,0
LOC105374792,0,0,0,0,0,0,0,0,0,0
GKN2,0,0,0,0,0,0,0,0,0,0
GKN1,0,0,0,0,0,0,0,0,0,0
ANTXR1,551,26,27,19,15,2,11,0,0,0
MIR3126,0,0,0,0,0,0,0,0,0,0
LOC124906019,21,4,1,0,0,0,5,0,0,0
LOC124907821,0,0,0,0,0,0,0,0,0,0
GFPT1,247,12,15,16,5,5,124,1,0,1
NFU1,29,0,3,2,3,2,43,1,0,1
LOC124906020,0,0,0,0,0,0,0,0,0,0
AAK1,134,18,6,14,5,6,77,0,0,0
SNORA36C,3,0,0,0,1,0,1,0,0,0
ANXA4,54,2,5,2,1,0,20,1,0,0
LOC124906149,0,0,0,0,0,0,0,0,0,0
SMANTIS,1,0,0,0,0,0,0,0,0,0
LOC124906021,15,1,3,1,0,0,4,0,0,0
GMCL1,69,5,2,9,1,1,20,0,1,0
SNRNP27,29,2,1,2,1,1,38,0,0,0
LOC124906176,0,0,0,0,1,0,1,0,0,0
MXD1,283,12,12,27,11,93,4792,35,100,48
ASPRV1,106,1,4,7,2,15,588,5,16,6
LOC124906177,0,0,0,0,0,0,0,0,0,0
PCBP1-AS1,84,8,7,10,6,19,393,2,10,9
PCBP1,297,30,16,31,18,48,844,11,22,16
LOC124906022,0,0,0,0,0,0,1,0,0,0
LINC01816,1,0,0,1,0,0,0,0,0,0
C2orf42,24,3,1,1,1,1,30,1,1,0
TIA1,322,21,26,21,6,8,185,3,1,2
TRG-CCC2-1,72,6,6,5,16,2,99,8,14,17
MIR1285-2,0,0,0,0,0,0,0,0,0,0
PCYOX1,314,17,13,27,4,10,321,7,9,1
SNRPG,46,2,7,0,3,3,50,1,0,1
LOC124906023,3,0,0,0,0,0,0,0,0,0
FAM136A,64,7,6,11,3,3,59,1,1,1
TGFA,221,14,10,22,11,28,820,5,4,4
TGFA-IT1,0,0,0,0,0,0,0,0,0,0
LOC107985895,0,1,0,0,0,2,0,0,0,0
LOC124907824,1,0,0,0,0,0,2,0,0,0
ADD2,10,9,0,1,0,0,0,0,0,0
LOC105374794,0,0,0,0,0,0,0,0,0,0
FIGLA,0,0,0,0,0,0,0,0,0,0
CLEC4F,0,0,0,0,0,0,0,0,0,0
CD207,5,0,1,0,0,1,78,1,4,1
LINC01143,0,0,0,0,0,0,0,0,0,0
VAX2,5,1,0,0,0,0,2,0,0,0
ATP6V1B1,0,0,0,0,0,0,1,0,0,0
ATP6V1B1-AS1,2,0,0,1,0,0,0,0,0,0
LOC105374795,0,0,0,1,0,0,1,0,0,0
ANKRD53,0,0,0,1,0,0,1,0,0,0
TEX261,261,12,12,15,8,4,134,3,4,0
LOC105374796,0,0,0,0,0,0,0,0,0,0
OR7E91P,7,0,0,0,0,0,3,1,0,0
NAGK,172,8,3,9,3,16,476,16,10,8
MCEE,14,1,0,1,0,0,14,1,1,0
MPHOSPH10,36,1,1,0,0,1,11,0,1,0
PAIP2B,66,1,3,0,1,9,171,6,4,0
LOC105374797,1,0,0,0,0,0,0,0,0,0
ZNF638,197,7,14,6,6,6,50,2,0,1
DYSF,28,3,1,1,4,0,1,0,0,0
LOC124907827,0,0,0,0,0,0,0,0,0,0
LOC105374798,0,0,0,0,1,0,0,0,0,0
CYP26B1,5,1,0,0,0,1,8,0,0,0
EXOC6B,155,21,23,30,11,6,278,5,7,5
LOC124900538,0,0,0,0,0,0,0,0,0,0
SPR,8,0,2,0,0,1,2,0,0,0
EMX1,1,0,0,0,0,0,0,0,0,0
SFXN5,37,0,0,0,1,1,9,0,0,0
LOC107985897,12,0,0,0,2,0,1,0,0,0
LOC105374800,1,1,0,0,0,0,0,0,0,0
RAB11FIP5,81,1,7,4,4,3,131,1,2,4
NOTO,0,0,0,0,0,0,0,0,0,0
SMYD5,40,3,3,1,2,1,24,0,2,0
PRADC1,36,0,1,0,0,1,45,0,1,0
CCT7,342,25,34,21,19,15,362,7,6,3
FBXO41,17,1,2,2,1,0,5,0,0,0
LOC124907840,2,0,0,0,0,0,0,0,0,0
EGR4,4,0,0,0,0,0,0,0,0,0
LOC105374802,0,0,0,0,0,0,0,0,0,0
LOC105374803,0,0,0,0,0,0,0,0,0,0
LOC105374804,0,0,0,0,0,0,0,0,0,0
ALMS1,164,7,7,10,2,4,36,1,0,0
ALMS1-IT1,1,0,0,0,0,0,0,0,0,0
NAT8,0,0,0,0,0,0,0,0,0,0
ALMS1P1,0,0,0,0,0,0,0,0,0,0
LOC112268418,1,0,0,0,0,0,0,0,0,0
NAT8B,0,0,0,0,0,0,0,0,0,0
LOC124907848,0,0,0,0,0,0,0,0,0,0
LOC124905592,0,0,0,0,0,0,0,0,0,0
TPRKB,25,2,1,1,0,1,27,0,1,0
DUSP11,68,4,4,3,3,2,113,0,1,3
C2orf78,0,0,0,0,0,0,0,0,0,0
LOC105374807,0,0,0,0,0,0,0,0,0,0
STAMBP,129,6,8,5,8,9,181,3,2,1
LOC112268419,15,0,1,1,0,1,12,0,0,0
ACTG2,530,1,4,3,0,0,2,0,0,0
DGUOK,84,6,8,4,1,5,37,1,1,1
DGUOK-AS1,44,1,2,0,0,0,13,0,0,0
TET3,147,2,5,5,5,2,54,0,1,0
BOLA3,34,3,1,3,1,1,17,0,0,0
BOLA3-DT,29,0,0,1,0,0,0,0,0,0
MOB1A,519,41,37,43,22,14,478,11,11,4
MTHFD2,123,15,10,10,3,3,62,0,0,0
SLC4A5,9,1,0,1,0,0,1,0,0,0
DCTN1,116,5,2,2,9,2,23,1,0,1
DCTN1-AS1,0,0,0,0,0,0,0,0,0,0
C2orf81,11,1,0,0,0,0,10,0,0,0
WDR54,38,3,1,1,2,0,4,0,0,0
RTKN,120,8,8,3,3,1,43,1,0,0
INO80B-WBP1,78,2,1,4,1,3,59,0,0,0
INO80B,33,1,0,3,1,1,31,0,0,1
WBP1,52,1,1,2,1,2,33,0,0,0
MOGS,79,3,5,2,4,0,7,1,0,0
MRPL53,26,2,3,1,0,0,19,2,1,0
CCDC142,21,1,0,2,1,0,7,0,0,0
TTC31,42,3,4,2,6,0,42,1,0,0
LBX2,8,0,0,0,0,0,0,0,0,0
LBX2-AS1,14,0,0,0,0,0,1,0,0,0
PCGF1,18,1,1,2,2,1,28,1,0,0
TLX2,0,0,0,0,0,0,0,0,0,0
DQX1,17,2,1,1,1,0,34,0,0,0
AUP1,222,18,11,14,11,12,256,3,5,2
HTRA2,84,5,5,9,2,2,49,1,2,1
LOXL3,32,0,4,4,1,0,5,0,0,0
DOK1,12,1,1,0,0,0,4,0,0,0
M1AP,13,1,0,0,0,0,1,0,0,0
SEMA4F,36,1,3,2,1,1,5,0,1,0
LOC102724497,3,1,0,0,0,1,11,0,0,0
LOC102724482,0,1,0,0,0,0,0,0,0,0
HK2-DT,2,0,0,0,0,0,0,0,0,0
HK2,142,53,16,6,16,9,195,6,10,1
LINC01291,1,0,0,0,0,0,0,0,0,0
LOC105374809,12,2,0,1,1,0,15,0,0,0
POLE4,42,3,4,7,1,0,42,0,1,0
LOC124907850,2,0,0,0,0,0,0,0,0,0
TACR1,0,0,0,0,0,0,2,0,0,0
MIR5000,0,0,0,0,0,0,0,0,0,0
TACR1-AS1,0,2,0,1,0,0,1,0,0,0
LOC107985900,0,1,0,0,0,0,2,0,0,0
LOC105374810,0,0,0,0,0,0,0,0,0,0
LOC124906160,0,0,0,0,0,0,0,0,0,0
LOC124906189,0,0,0,0,0,0,0,0,0,0
EVA1A,9,1,0,0,0,0,0,0,0,0
EVA1A-AS,1,0,0,0,0,0,0,0,0,0
LOC124906026,0,0,0,0,0,0,1,0,0,0
LOC124906195,0,0,0,0,0,0,0,0,0,0
LOC124906161,0,0,0,0,0,0,0,0,0,0
MRPL19,213,17,14,18,4,6,206,7,0,2
GCFC2,70,1,5,3,3,1,47,1,1,1
LOC124906025,6,2,0,1,0,0,11,0,0,0
LOC105374813,5,0,0,0,0,0,2,0,0,0
LOC105374814,0,0,0,0,0,0,0,0,0,0
LRRTM4,0,0,0,0,0,0,0,0,0,0
LOC105374815,0,0,0,0,0,0,0,0,0,0
LRRTM4-AS1,0,0,0,0,0,0,0,0,0,0
LOC101927967,0,0,0,0,0,0,0,0,0,0
LINC01851,0,0,0,0,0,0,0,0,0,0
LOC105374817,0,0,0,0,0,0,0,0,0,0
SNAR-H,0,0,0,0,0,0,0,0,0,0
LOC105374816,0,0,0,0,0,0,0,0,0,0
LOC101927948,0,0,0,0,0,0,0,0,0,0
LOC124906027,0,0,3,0,0,0,2,0,0,0
LOC105374820,0,0,0,0,0,0,0,0,0,0
LOC105374819,0,0,0,0,0,0,0,0,0,0
LOC105374821,0,0,0,0,0,0,0,0,0,0
LOC105374822,0,0,0,0,0,0,0,0,0,0
REG3G,0,0,0,0,0,0,0,0,0,0
REG1B,0,0,0,0,0,0,0,0,0,0
REG1A,0,0,0,0,0,0,0,0,0,0
REG1CP,0,0,0,0,0,0,0,0,0,0
REG3A,0,0,0,0,0,0,0,0,0,0
CTNNA2,0,0,0,0,0,0,0,0,0,0
LOC105374823,0,0,0,0,0,0,0,0,0,0
CTNNA2-AS1,0,0,0,0,0,0,0,0,0,0
MIR4264,0,0,0,0,0,0,0,0,0,0
MIR8080,0,0,0,0,0,0,0,0,0,0
LOC107985903,0,0,0,0,0,0,0,0,0,0
